0000fuck.you.get.signal.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wp.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wp.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ws.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ww1.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ww1.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ww2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ww5.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.0101.co.jp.t.ex.hp.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.1907113739430074.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www1.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www1.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www2.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www2s.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www2u.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www3.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www4b.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www4.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www5a.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www5b.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www5c.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www5d.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www5.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www5f.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www6.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www7a.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www7b.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www7.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.bg-bg.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.bs-ba.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.cdn.line.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.da-dk.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.el-gr.ar-ar.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.en-gb.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.en-ud.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.facebookon.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.hackvirus.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.line.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.lions.dewww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.lt-lt.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.lt-lt.m.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.myteddycasino.com.www.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.myteddycasino.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.nl-nl.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.pchelplinebd.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.pt-br.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.shop-atelier.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.sv-se.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.vin2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.vi-vn.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.www.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
www.www.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xb.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
x.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xhamster.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xl.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xmaskaradax.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xml.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xn--n-0ga.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xn--n-0tb.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xn--n-jxm.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xn--n-o3b.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xn--n-pdc.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xn--n-rmb.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xn--n-sqa.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xn--n-uga.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xn--n-wya.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xn--o-ila.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xpb1k9ah6rsjm2l48qoyfgi5u3wzv0etndc7.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
xroads.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ybsgut71pmak5l40x6whz9njc2vfqr3do8ei.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
yellowfevervaccine.lt-lt.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z001.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z001.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z001.fmb.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z002.fb.ma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z002.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z003.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z003.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z004.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z005.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z006.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z006.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z007.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z008.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z009.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z010.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z011.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z012.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z013.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z013.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z014.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z015.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z016.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z017.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z018.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z020a.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z020b.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z020.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z021.fama.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z021.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z022a.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z022.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z022-fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z022.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z023.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z024.fbma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z024.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z024.fmb.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z025.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z025-ip.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z026.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z027.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z028.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z028.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z029.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z030.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z031.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z031.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z032.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z033.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z033.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z033.mfa.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z034.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z08.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z202.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z57-11-fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zabbix.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zero.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zeus.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
z.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.da-dk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.da-dk.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.el-gr.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.fi-fi.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.he-il.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.he-il.m.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.id-id.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.myteddycasino.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.pchelplinebd.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.saatchi.dewww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-cn.www.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-hk.fa-ir.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-hk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-hk.fi-fi.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-hk.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-hk.gos.sk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-hk.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-hk.lt-lt.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-hk.www.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.an.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.bs-ba.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.da-dk.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.el-gr.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.en-gb.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.id-id.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.myteddycasino.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zh-tw.saatchi.dewww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zimbra.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
zoo1.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
